Record_ID,Exam_Board,Qualification,Subject_Name,Syllabus_Code,Exam_Year_From,Exam_Year_To,Is_Current_In_2026,Is_Latest_Published_Version,Syllabus_PDF_URL,Syllabus_Page_URL,PotatoPapers_Subject_Filter,PotatoPapers_Catalogue_URL,PotatoPapers_Paper_Record_Count,PotatoPapers_Has_Catalogue_Records,Availability_Notes,Source_Verification,Verified_On
caie-igcse-0648-2026-2028,CAIE,Cambridge IGCSE,Food & Nutrition,0648,2026,2028,true,true,https://www.cambridgeinternational.org/Images/697228-2026-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-food-and-nutrition-0648/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-7156-2025-2027,CAIE,Cambridge IGCSE,French (9-1),7156,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664663-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-french-9-1-7156/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-7156-2028-2030,CAIE,Cambridge IGCSE,French (9-1),7156,2028,2030,false,true,https://www.cambridgeinternational.org/Images/743940-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-french-9-1-7156/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0501-2026-2026,CAIE,Cambridge IGCSE,French - First Language,0501,2026,2026,true,false,https://www.cambridgeinternational.org/Images/697179-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-french-first-language-0501/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0501-2027-2029,CAIE,Cambridge IGCSE,French - First Language,0501,2027,2029,false,true,https://www.cambridgeinternational.org/Images/721371-2027-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-french-first-language-0501/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0520-2025-2027,CAIE,Cambridge IGCSE,French - Foreign Language,0520,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664620-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-french-foreign-language-0520/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0520-2028-2030,CAIE,Cambridge IGCSE,French - Foreign Language,0520,2028,2030,false,true,https://www.cambridgeinternational.org/Images/743340-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-french-foreign-language-0520/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0460-2025-2026,CAIE,Cambridge IGCSE,Geography,0460,2025,2026,true,false,https://www.cambridgeinternational.org/Images/664610-2025-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-geography-0460/,Geography(0460),https://potatopapers.me/#/igcsepapers,100,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0460-2027-2029,CAIE,Cambridge IGCSE,Geography,0460,2027,2029,false,true,https://www.cambridgeinternational.org/Images/718150-2027-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-geography-0460/,Geography(0460),https://potatopapers.me/#/igcsepapers,100,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0976-2025-2026,CAIE,Cambridge IGCSE,Geography (9-1),0976,2025,2026,true,false,https://www.cambridgeinternational.org/Images/664647-2025-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-geography-9-1-0976/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0976-2027-2029,CAIE,Cambridge IGCSE,Geography (9-1),0976,2027,2029,false,true,https://www.cambridgeinternational.org/Images/718939-2027-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-geography-9-1-0976/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-7159-2025-2027,CAIE,Cambridge IGCSE,German (9-1),7159,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664665-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-german-9-1-7159/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-7159-2028-2030,CAIE,Cambridge IGCSE,German (9-1),7159,2028,2030,false,true,https://www.cambridgeinternational.org/Images/743944-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-german-9-1-7159/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0505-2026-2026,CAIE,Cambridge IGCSE,German - First Language,0505,2026,2026,true,false,https://www.cambridgeinternational.org/Images/697181-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-german-first-language-0505/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0505-2027-2029,CAIE,Cambridge IGCSE,German - First Language,0505,2027,2029,false,true,https://www.cambridgeinternational.org/Images/721335-2027-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-german-first-language-0505/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0525-2025-2027,CAIE,Cambridge IGCSE,German - Foreign Language,0525,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664624-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-german-foreign-language-0525/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0525-2028-2030,CAIE,Cambridge IGCSE,German - Foreign Language,0525,2028,2030,false,true,https://www.cambridgeinternational.org/Images/743346-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-german-foreign-language-0525/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0457-2025-2027,CAIE,Cambridge IGCSE,Global Perspectives,0457,2025,2027,true,false,https://www.cambridgeinternational.org/Images/662457-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-global-perspectives-0457/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0457-2028-2028,CAIE,Cambridge IGCSE,Global Perspectives,0457,2028,2028,false,true,https://www.cambridgeinternational.org/Images/744776-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-global-perspectives-0457/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0549-2026-2026,CAIE,Cambridge IGCSE,Hindi as a Second Language,0549,2026,2026,true,false,https://www.cambridgeinternational.org/Images/697196-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-hindi-as-a-second-language-0549/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0549-2027-2029,CAIE,Cambridge IGCSE,Hindi as a Second Language,0549,2027,2029,false,true,https://www.cambridgeinternational.org/Images/719328-2027-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-hindi-as-a-second-language-0549/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0470-2024-2026,CAIE,Cambridge IGCSE,History,0470,2024,2026,true,false,https://www.cambridgeinternational.org/Images/649636-2024-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-history-0470/,History(0470),https://potatopapers.me/#/igcsepapers,199,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0470-2027-2028,CAIE,Cambridge IGCSE,History,0470,2027,2028,false,true,https://www.cambridgeinternational.org/Images/721327-2027-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-history-0470/,History(0470),https://potatopapers.me/#/igcsepapers,199,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0977-2024-2026,CAIE,Cambridge IGCSE,History (9-1),0977,2024,2026,true,false,https://www.cambridgeinternational.org/Images/649638-2024-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-history-9-1-0977/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0977-2027-2028,CAIE,Cambridge IGCSE,History (9-1),0977,2027,2028,false,true,https://www.cambridgeinternational.org/Images/721357-2027-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-history-9-1-0977/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0409-2025-2027,CAIE,Cambridge IGCSE,History - American (US),0409,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664594-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-history-american-us-0409/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0409-2028-2028,CAIE,Cambridge IGCSE,History - American (US),0409,2028,2028,false,true,https://www.cambridgeinternational.org/Images/744737-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-history-american-us-0409/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0417-2026-2028,CAIE,Cambridge IGCSE,Information and Communication Technology,0417,2026,2028,true,true,https://www.cambridgeinternational.org/Images/697139-2026-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-information-and-communication-technology-0417/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0983-2026-2028,CAIE,Cambridge IGCSE,Information and Communication Technology (9-1),0983,2026,2028,true,true,https://www.cambridgeinternational.org/Images/697246-2026-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-information-and-communication-technology-9-1-0983/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0531-2025-2027,CAIE,Cambridge IGCSE,IsiZulu as a Second Language,0531,2025,2027,true,false,https://www.cambridgeinternational.org/Images/663184-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-isizulu-as-a-second-language-0531/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0531-2028-2029,CAIE,Cambridge IGCSE,IsiZulu as a Second Language,0531,2028,2029,false,true,https://www.cambridgeinternational.org/Images/745674-2028-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-isizulu-as-a-second-language-0531/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0493-2026-2027,CAIE,Cambridge IGCSE,Islamiyat,0493,2026,2027,true,false,https://www.cambridgeinternational.org/Images/697174-2026-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/,Islamiyat(0493),https://potatopapers.me/#/igcsepapers,37,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0493-2028-2028,CAIE,Cambridge IGCSE,Islamiyat,0493,2028,2028,false,true,https://www.cambridgeinternational.org/Images/744793-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-islamiyat-0493/,Islamiyat(0493),https://potatopapers.me/#/igcsepapers,37,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-7164-2025-2027,CAIE,Cambridge IGCSE,Italian (9-1),7164,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664669-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-italian-9-1-7164/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-7164-2028-2030,CAIE,Cambridge IGCSE,Italian (9-1),7164,2028,2030,false,true,https://www.cambridgeinternational.org/Images/743956-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-italian-9-1-7164/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0535-2025-2027,CAIE,Cambridge IGCSE,Italian - Foreign Language,0535,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664629-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-italian-foreign-language-0535/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0535-2028-2030,CAIE,Cambridge IGCSE,Italian - Foreign Language,0535,2028,2030,false,true,https://www.cambridgeinternational.org/Images/743354-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-italian-foreign-language-0535/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0716-2027-2029,CAIE,Cambridge IGCSE,Japanese - Foreign Language,0716,2027,2029,false,true,https://www.cambridgeinternational.org/Images/722865-2027-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-japanese-0716/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0480-2026-2028,CAIE,Cambridge IGCSE,Latin,0480,2026,2028,true,true,https://www.cambridgeinternational.org/Images/697172-2026-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-latin-0480/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0696-2025-2027,CAIE,Cambridge IGCSE,Malay - First Language,0696,2025,2027,true,true,https://www.cambridgeinternational.org/Images/664645-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-malay-0696/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0546-2025-2027,CAIE,Cambridge IGCSE,Malay - Foreign Language,0546,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664637-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-malay-foreign-language-0546/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0546-2028-2030,CAIE,Cambridge IGCSE,Malay - Foreign Language,0546,2028,2030,false,true,https://www.cambridgeinternational.org/Images/743358-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-malay-foreign-language-0546/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0697-2024-2026,CAIE,Cambridge IGCSE,Marine Science,0697,2024,2026,true,false,https://www.cambridgeinternational.org/Images/634451-2024-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-marine-science-0697/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0697-2027-2029,CAIE,Cambridge IGCSE,Marine Science,0697,2027,2029,false,true,https://www.cambridgeinternational.org/Images/721354-2027-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-marine-science-0697/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0580-2025-2027,CAIE,Cambridge IGCSE,Mathematics,0580,2025,2027,true,false,https://www.cambridgeinternational.org/Images/662466-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-mathematics-0580/,Mathematics(0580),https://potatopapers.me/#/igcsepapers,374,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0580-2028-2030,CAIE,Cambridge IGCSE,Mathematics,0580,2028,2030,false,true,https://www.cambridgeinternational.org/Images/745681-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-mathematics-0580/,Mathematics(0580),https://potatopapers.me/#/igcsepapers,374,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0980-2025-2027,CAIE,Cambridge IGCSE,Mathematics (9-1),0980,2025,2027,true,false,https://www.cambridgeinternational.org/Images/663105-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-mathematics-9-1-0980/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0980-2028-2030,CAIE,Cambridge IGCSE,Mathematics (9-1),0980,2028,2030,false,true,https://www.cambridgeinternational.org/Images/744838-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-mathematics-9-1-0980/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0606-2025-2027,CAIE,Cambridge IGCSE,Mathematics - Additional,0606,2025,2027,true,false,https://www.cambridgeinternational.org/Images/662470-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-mathematics-additional-0606/,Add Maths(0606),https://potatopapers.me/#/igcsepapers,171,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0606-2028-2030,CAIE,Cambridge IGCSE,Mathematics - Additional,0606,2028,2030,false,true,https://www.cambridgeinternational.org/Images/745683-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-mathematics-additional-0606/,Add Maths(0606),https://potatopapers.me/#/igcsepapers,171,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0607-2025-2027,CAIE,Cambridge IGCSE,Mathematics - International,0607,2025,2027,true,false,https://www.cambridgeinternational.org/Images/662472-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-international-mathematics-0607/,Intl. Maths(0607),https://potatopapers.me/#/igcsepapers,405,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0607-2028-2030,CAIE,Cambridge IGCSE,Mathematics - International,0607,2028,2030,false,true,https://www.cambridgeinternational.org/Images/745685-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-international-mathematics-0607/,Intl. Maths(0607),https://potatopapers.me/#/igcsepapers,405,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0410-2026-2028,CAIE,Cambridge IGCSE,Music,0410,2026,2028,true,true,https://www.cambridgeinternational.org/Images/694052-2026-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-music-0410/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0978-2026-2028,CAIE,Cambridge IGCSE,Music (9-1),0978,2026,2028,true,true,https://www.cambridgeinternational.org/Images/694054-2026-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-music-9-1-0978/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0448-2026-2026,CAIE,Cambridge IGCSE,Pakistan Studies,0448,2026,2026,true,false,https://www.cambridgeinternational.org/Images/697142-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-pakistan-studies-0448/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0448-2027-2027,CAIE,Cambridge IGCSE,Pakistan Studies,0448,2027,2027,false,false,https://www.cambridgeinternational.org/Images/732847-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-pakistan-studies-0448/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0448-2028-2030,CAIE,Cambridge IGCSE,Pakistan Studies,0448,2028,2030,false,true,https://www.cambridgeinternational.org/Images/743605-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-pakistan-studies-0448/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0413-2025-2026,CAIE,Cambridge IGCSE,Physical Education,0413,2025,2026,true,false,https://www.cambridgeinternational.org/Images/664604-2025-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-physical-education-0413/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0413-2027-2028,CAIE,Cambridge IGCSE,Physical Education,0413,2027,2028,false,true,https://www.cambridgeinternational.org/Images/721298-2027-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-physical-education-0413/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0995-2025-2026,CAIE,Cambridge IGCSE,Physical Education (9-1),0995,2025,2026,true,false,https://www.cambridgeinternational.org/Images/664661-2025-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-physical-education-0995/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0995-2027-2028,CAIE,Cambridge IGCSE,Physical Education (9-1),0995,2027,2028,false,true,https://www.cambridgeinternational.org/Images/721394-2027-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-physical-education-0995/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0652-2025-2026,CAIE,Cambridge IGCSE,Physical Science,0652,2025,2026,true,true,https://www.cambridgeinternational.org/Images/664641-2025-2026-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-physical-science-0652/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0625-2026-2028,CAIE,Cambridge IGCSE,Physics,0625,2026,2028,true,true,https://www.cambridgeinternational.org/Images/697209-2026-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-physics-0625/,Physics(0625),https://potatopapers.me/#/igcsepapers,483,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0972-2026-2028,CAIE,Cambridge IGCSE,Physics (9-1),0972,2026,2028,true,true,https://www.cambridgeinternational.org/Images/697240-2026-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-physics-9-1-0972/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0504-2025-2027,CAIE,Cambridge IGCSE,Portuguese - First Language,0504,2025,2027,true,false,https://www.cambridgeinternational.org/Images/663168-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-portuguese-first-language-0504/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0504-2028-2029,CAIE,Cambridge IGCSE,Portuguese - First Language,0504,2028,2029,false,true,https://www.cambridgeinternational.org/Images/744803-2028-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-portuguese-first-language-0504/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0266-2027-2029,CAIE,Cambridge IGCSE,Psychology,0266,2027,2029,false,true,https://www.cambridgeinternational.org/Images/718092-2027-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-psychology-0266/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0490-2025-2027,CAIE,Cambridge IGCSE,Religious Studies,0490,2025,2027,true,false,https://www.cambridgeinternational.org/Images/663158-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-religious-studies-0490/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0490-2028-2028,CAIE,Cambridge IGCSE,Religious Studies,0490,2028,2028,false,true,https://www.cambridgeinternational.org/Images/744791-2028-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-religious-studies-0490/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0499-2026-2027,CAIE,Cambridge IGCSE,Sanskrit,0499,2026,2027,true,true,https://www.cambridgeinternational.org/Images/711319-2026-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-sanskrit-0499/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0653-2025-2027,CAIE,Cambridge IGCSE,Science - Combined,0653,2025,2027,true,false,https://www.cambridgeinternational.org/Images/662474-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-science-combined-0653/,Comb. Science(0653),https://potatopapers.me/#/igcsepapers,188,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0653-2028-2029,CAIE,Cambridge IGCSE,Science - Combined,0653,2028,2029,false,true,https://www.cambridgeinternational.org/Images/745687-2028-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-science-combined-0653/,Comb. Science(0653),https://potatopapers.me/#/igcsepapers,188,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0973-2025-2027,CAIE,Cambridge IGCSE,Sciences - Co-ordinated (9-1),0973,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664570-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-sciences-9-1-only-0973/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0973-2028-2029,CAIE,Cambridge IGCSE,Sciences - Co-ordinated (9-1),0973,2028,2029,false,true,https://www.cambridgeinternational.org/Images/744836-2028-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-sciences-9-1-only-0973/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0654-2025-2027,CAIE,Cambridge IGCSE,Sciences - Co-ordinated (Double),0654,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664572-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-sciences-co-ordinated-double-0654/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0654-2028-2029,CAIE,Cambridge IGCSE,Sciences - Co-ordinated (Double),0654,2028,2029,false,true,https://www.cambridgeinternational.org/Images/745689-2028-2029-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-sciences-co-ordinated-double-0654/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0698-2025-2027,CAIE,Cambridge IGCSE,Setswana - First Language,0698,2025,2027,true,false,https://www.cambridgeinternational.org/Images/663220-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-setswana-0698/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0698-2028-2030,CAIE,Cambridge IGCSE,Setswana - First Language,0698,2028,2030,false,true,https://www.cambridgeinternational.org/Images/744832-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-setswana-0698/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0495-2025-2027,CAIE,Cambridge IGCSE,Sociology,0495,2025,2027,true,false,https://www.cambridgeinternational.org/Images/662464-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-sociology-0495/,Sociology(0495),https://potatopapers.me/#/igcsepapers,104,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-0495-2028-2030,CAIE,Cambridge IGCSE,Sociology,0495,2028,2030,false,true,https://www.cambridgeinternational.org/Images/744795-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-sociology-0495/,Sociology(0495),https://potatopapers.me/#/igcsepapers,104,true,,HTTP 200 application/pdf,2026-08-29
caie-igcse-7160-2025-2027,CAIE,Cambridge IGCSE,Spanish (9-1),7160,2025,2027,true,false,https://www.cambridgeinternational.org/Images/664667-2025-2027-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-spanish-9-1-7160/,,,0,false,,HTTP 200 application/pdf,2026-08-29
caie-igcse-7160-2028-2030,CAIE,Cambridge IGCSE,Spanish (9-1),7160,2028,2030,false,true,https://www.cambridgeinternational.org/Images/743948-2028-2030-syllabus.pdf,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-spanish-9-1-7160/,,,0,false,,HTTP 200 application/pdf,2026-08-29
